2022-04-27 , MVS11932  ,              991.5 ,    16 , 16           ,       153 , 0.44000000000000006 ,                0.09
2022-04-27 , MVS11889  ,                679 ,     8 , 8            ,       125 ,                 0.4 ,                   0
2022-04-27 , MVS11999  ,              586.5 ,    13 , 7            ,        88 , 0.47000000000000003 ,                0.03
2022-04-27 , MVS11946  ,                780 ,    16 , 8            ,       116 ,                0.63 , 0.06999999999999999
2022-04-27 , MVS11642  ,             347.25 ,     6 , 5            ,        51 , 0.32999999999999996 ,                   0
2022-04-27 , MVS10167  ,              867.5 ,    15 , 11           ,       118 ,                 0.5 ,                 0.1
2022-04-27 , MVS12515  ,             1338.9 ,    21 , 14           ,       221 ,                0.43 ,                0.02
2022-04-27 , MVS12512  ,             919.75 ,    20 , 12           ,       131 ,                0.78 ,                   0
2022-04-27 , MVS10136  ,              556.5 ,     5 , 7            ,        96 , 0.21000000000000002 ,                0.04
2022-04-27 , MVS11400  ,              952.5 ,    13 , 10           ,       168 ,                0.41 ,                0.05
2022-04-27 , MVS10095  ,              202.5 ,     6 , 3            ,        24 ,                0.62 ,                0.08
2022-04-27 , MVS12114  ,            1188.01 ,    22 , 12           ,       167 ,  0.8099999999999999 ,                0.03
2022-04-27 , MVS11989  ,               1383 ,    15 , 14           ,       249 ,                0.43 ,                0.02
2022-04-27 , MVS11696  ,             753.65 ,    10 , 8            ,       130 ,                0.48 ,                   0
2022-04-27 , MVS11774  ,                940 ,    15 , 8            ,       150 ,                0.61 ,                0.04
2022-04-27 , MVS12607  ,            1132.75 ,    12 , 11           ,       216 ,                0.29 ,                   0
2022-04-27 , MVS11973  ,             948.75 ,    13 , 9            ,       160 ,                0.75 ,                0.12
2022-04-27 , MVS11987  ,            1028.75 ,    13 , 8            ,       181 , 0.47000000000000003 ,                   0
2022-04-27 , MVS11491  ,              71.75 ,     2 , 2            ,         5 ,                   1 ,                 0.6
2022-04-27 , MVS12568  ,            1414.75 ,    20 , 14           ,       231 , 0.49000000000000005 ,                0.04
2022-04-27 , MVS11478  ,              786.5 ,     5 , 11           ,       141 ,                0.19 ,                0.06
2022-04-27 , MVS12139  ,             424.75 ,     5 , 4            ,        76 , 0.32999999999999996 ,                0.06
2022-04-27 , MVS12192  ,             1327.5 ,    15 , 16           ,       251 ,                 0.4 ,                0.04
2022-04-27 , MVS11533  ,             757.75 ,    10 , 9            ,       136 , 0.32999999999999996 ,                0.06
2022-04-27 , MVS10596  ,             757.75 ,    10 , 9            ,       136 , 0.32999999999999996 ,                0.06
2022-04-27 , MVS11441  ,              580.5 ,     5 , 10           ,       116 , 0.11000000000000001 ,                0.02
2022-04-27 , MVS12032  ,              554.5 ,    10 , 6            ,        87 ,                 0.4 ,                0.09
2022-04-27 , MVS12183  ,              623.5 ,    14 , 7            ,        57 ,                0.54 , 0.11000000000000001
2022-04-27 , MVS10036  ,             693.25 ,    11 , 14           ,       116 , 0.21000000000000002 , 0.06999999999999999
2022-04-27 , MVS11176  ,            1660.75 ,    19 , 18           ,       307 , 0.33999999999999997 ,                0.06
2022-04-27 , MVS12202  ,             252.75 ,     4 , 4            ,        39 ,                 0.4 ,                   0
2022-04-27 , MVS11810  ,                186 ,     3 , 5            ,        31 ,                 0.4 ,                0.15
2022-04-27 , MVS10140  ,                210 ,     3 , 3            ,        39 ,                0.75 ,                   0
2022-04-27 , MVS11559  ,                944 ,    12 , 8            ,       151 ,                 0.5 ,                0.04
2022-04-27 , MVS12026  ,               1276 ,    24 , 14           ,       175 ,                0.61 ,                   0
2022-04-27 , MVS12043  ,             337.25 ,     7 , 4            ,        49 ,                 0.6 , 0.06999999999999999
2022-04-27 , DRN004158 ,               5698 ,    12 , 10           ,        67 ,                   1 , 0.06999999999999999
2022-04-27 , DRN005239 ,               6019 ,    12 , 12           ,        59 ,                 0.2 ,                0.02
2022-04-27 , DRN004562 ,               4729 ,    12 , 10           ,        49 ,                0.75 ,                   0
2022-04-27 , DRN005329 ,               6730 ,    15 , 12           ,        68 ,                0.31 ,                0.02
2022-04-27 , DRN004371 ,               3867 ,     8 , 8            ,        31 ,                0.06 ,                   0
2022-04-27 , DRN002952 ,               1758 ,     3 , 11           ,        22 ,                0.19 ,                   0
2022-04-27 , DRN003683 ,               1758 ,     3 , 11           ,        22 ,                0.19 ,                   0
2022-04-27 , DRN004250 ,               4355 ,     7 , 8            ,        34 ,                0.09 ,                0.01
2022-04-27 , DRN003106 ,               5108 ,     7 , 4            ,        49 ,                0.26 ,                0.03
2022-04-27 , DRN005894 ,               5430 ,    10 , 12           ,       116 ,  0.5599999999999999 ,                0.04
2022-04-27 , DRN005470 ,               2339 ,     6 , 10           ,        41 ,                 0.8 ,                   0
2022-04-27 , DRN005467 ,               1765 ,     4 , 10           ,        32 ,                0.35 ,                   0
2022-04-27 , DRN006352 ,               1365 ,     3 , 11           ,        27 ,                0.08 ,                   0
2022-04-27 , DRN006312 ,               2257 ,     6 , 6            ,        39 ,                0.37 , 0.11000000000000001
2022-04-27 , DRN006051 ,                747 ,     3 , 8            ,        12 ,                0.32 ,                0.04
2022-04-27 , DRN006050 ,                448 ,     2 , 4            ,         7 ,                0.67 , 0.32999999999999996
2022-04-27 , DRN005462 ,               2111 ,     5 , 10           ,        41 ,                0.55 ,                0.18
2022-04-27 , DRN005821 ,               4077 ,    10 , 8            ,        75 ,                0.76 ,                0.06
2022-04-27 , DRN003456 ,               6478 ,    12 , 13           ,        78 ,                0.06 ,                   0
2022-04-27 , DRN004101 ,               5082 ,    12 , 15           ,        54 ,                0.38 ,                0.03
2022-04-27 , DRN004316 ,               5156 ,    12 , 13           ,        61 ,                0.18 ,                0.01
2022-04-27 , DRN004196 ,               5439 ,    10 , 11           ,        59 , 0.32999999999999996 ,                 0.1
2022-04-27 , DRN004600 ,               6818 ,    12 , 13           ,        72 , 0.06999999999999999 ,                   0
2022-04-27 , DRN004191 ,               4178 ,    10 , 13           ,        40 ,                 0.1 ,                0.01
2022-04-27 , DRN004075 ,               5411 ,    10 , 11           ,        65 ,                0.08 ,                0.02
2022-04-27 , DRN004520 ,               6057 ,    12 , 14           ,        72 ,  0.8800000000000001 ,                   0
2022-04-27 , DRN002572 ,              23110 ,     8 , 10           ,       121 , 0.32999999999999996 ,                0.02
2022-04-27 , DRN000574 ,              14702 ,     9 , 12           ,       133 ,                0.37 ,                 0.1
2022-04-27 , DRN005019 ,              14593 ,     9 , 8            ,       117 ,                   1 ,                0.08
2022-04-27 , DRN005948 ,              13734 ,     9 , 9            ,        88 ,  0.8099999999999999 ,                0.19
2022-04-27 , DRN005460 ,              24048 ,    11 , 11           ,       175 ,  0.5900000000000001 ,                0.08
2022-04-27 , DRN002247 ,               9913 ,     6 , 6            ,        82 , 0.22999999999999998 ,                   0
2022-04-27 , DRN004770 ,               3220 ,     1 , 4            ,        32 ,                0.29 ,                   0
2022-04-27 , DRN002150 ,               6858 ,     5 , 7            ,        38 ,                 0.5 ,                   0
2022-04-27 , DRN006006 ,               7677 ,     4 , 7            ,        78 ,                0.62 ,                   0
2022-04-27 , DRN007873 ,               7121 ,    14 , 10           ,        83 , 0.32999999999999996 ,                0.01
2022-04-27 , DRN006139 ,               6925 ,    12 , 12           ,        67 ,                0.12 ,                0.03
2022-04-27 , DRN006721 ,               6729 ,    11 , 11           ,        67 , 0.06999999999999999 ,                   0
2022-04-27 , DRN007120 ,               3347 ,     9 , 10           ,        30 ,                0.27 ,                0.06
2022-04-27 , DRN006919 ,               6987 ,    12 , 13           ,        75 ,                0.51 ,                0.09
2022-04-27 , DRN007097 ,               5501 ,    12 , 11           ,        55 ,                0.95 ,                   0
